Dolphin ID,Dolphin Name,Temporary Dolphin Ind,Sex,Sex Certainty,Mother ID,Birth Date Accuracy,Birth Date,Birth Date Earliest,Birth Date Latest,Birth Date Primary Reason,Birth Date Secondary Reason,Birth Date Primary Assigner,Birth Date Secondary Assigner,Birth Notes,Death Date Accuracy,Death Date,Death Date Primary Reason,Death Date Secondary Reason,Death Date Calc Type,Death Date Primary Assigner,Death Date Secondary Assigner,Death Notes,Weaning Date Accuracy,Weaning Date,Weaning Date Primary Reason,Weaning Date Secondary Reason,Weaning Date Calc Type,Weaning Date Primary Assigner,Weaning Date Secondary Assigner,Weaning Age Known,Weaning Notes,Last Seen Year,Dolphin Notes
TUD,TUDOG,FALSE,MALE,LOW,,YEAR ESTIMATE,11/01/1993,,,ASSIGNED 10 YRS,,JM,,,,,,,,,,,,,,,,,,,,,
TUF,TUF,FALSE,FEMALE,HIGH,SKF,DAY ESTIMATE,23/01/2010,1/17/2010,1/25/2010,,,DIC,,bobbing est a couple days max by Katie at DIC,,,,,,,,,DAY ESTIMATE,7/8/2012,,,MIDPOINT,JM,,YES,,,"Rangers saw Skruff with new calf January 23, 2010.  From photos seems pretty young- a week or so."
TUK,TUK,FALSE,FEMALE,HIGH,NIP,YEAR ESTIMATE,11/01/1984,,,MOTHER FIRST SIGHT WITH CALF,,JM,,"CHECKED OLD SIGHTINGS FOR LAST SIGHT OF NIP, CANNOT FIND DATA",MONTH ESTIMATE,15/04/2016,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,JM,,TUX weaned suddenly at 2.1 years and TUK nowhere to be found so we think he was orphaned.,YEAR ESTIMATE,5/1/1988,REDUCED MC ASSOCIATION,,DEFAULT DATE,JM,,NO,LIVED TO BE WEANED BUT UNSURE ON DATE-PROBLEMS IN OLD DATABASE WITH THREE LETTER CODES (LOOKS LIKE NIP TUK ALWAYS TOGETHR IN 87-88 SIGHTINGS-WEANED LATE 88? PINCH BORN; B-DATE FOR TUK UNCLEAR,2007,
TUL,TULIP,FALSE,FEMALE,HIGH,JNI,YEAR ESTIMATE,11/01/1994,11/1/1990,11/1/1994,SSSS,,EK,JM,Thought to be large juvenile in 2002 based on JM observation. Genetics make her JNI calf.,,,,,,,,,YEAR ESTIMATE,5/1/1998,,,DEFAULT DATE,JM,,NO,Weaning date assigned based on TUL assigned birth but she has no sightings with JNI her mother. Based dates on aging of TUL approximately.,2007,
TUN,TUNIC,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1988,11/1/1985,11/1/1990,SSSS,REPRODUCTIVE AGE,,,Maybe has a df speckle in 2005. Age estimate is pretty close based on later speckles also. Originally assigned 10yrs default but that is pretty close to what we estimate.,,,,,,,,"Was presumed dead after a sighting gap from 2013 to 2021, but was sighted again in January 2021",,,,,,,,,,2007,
TUR,TURNER,FALSE,MALE,LOW,,YEAR ESTIMATE,11/01/1986,,,,,,,,,,,,,,,,,,,,,,,,,2002,
TUS,TUSK,FALSE,UNKNOWN,,SPE,DAY ESTIMATE,17/11/2017,11/11/2017,11/23/2017,INFANT FIRST SIGHT,,CBK,,fetal lines. wavy df. smaller than flex and larger than deckie and all echelon.,,,,,,,,,MONTH ESTIMATE,5/1/2021,SIBLING BIRTH,,DEFAULT DATE,VF,,YES,"Last with mom 21-Mar-21, Wrasse born 1-Nov-21",,
TUT,ARCHBISHOP DESMOND TUTU,FALSE,,,GHA,WEEK ESTIMATE,03/01/2004,,,INFANT FIRST SIGHT,,QAG,,"DF LEANS TO RIGHT, FETAL STRIPES, NORMAL WEIGHT BUT VERY SMALL, ""CORK UP"" SURFACINGS (SEE 1ST SIGHT SHEET)",MONTH ESTIMATE,07/06/2004,,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,2004,
TUX,TUXEDO,FALSE,UNKNOWN,,TUK,MONTH ESTIMATE,03/01/2014,2/1/2014,4/1/2014,INFANT FIRST SIGHT,,JM,MMW,est 6 months,,,,,,,,,MONTH ESTIMATE,4/15/2016,,,DEFAULT DATE,JM,,YES,TUX seen multiple times without TUK but very young. So made it to 2nd bday and weaning but possibly orphaned.,,
TWE,TWEEDLEDEE,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1974,11/1/1972,11/1/1974,SSSS,91CAT,EK,JM,Redid her age based on ventral speckles.,MONTH ESTIMATE,01/11/1991,SIGHTED OFTEN PREVIOUSLY,,OTHER,JM,,Saw TWE alot and were there late 1991 so she must have died that year.,,,,,,,,,,1991,
TWG,TWIGGY,FALSE,,,FAT,DAY ESTIMATE,10/06/1996,,,INFANT FIRST SIGHT,,KH,,"ABOUT 1 WEEK OLD; 4 FETAL FOLDS VISABLE, STRIPES AND A BIT LUMPY; PEDOMINANT CHIN-SLAP SURFACINGS; LONGEST BP=30SEC",WEEK ESTIMATE,20/06/1997,DEAD PREWEANING,,MIDPOINT,JM,,dead - dissapeared in june or july 97,,,,,,,,DIED PREWEANING,,1997,
TWI,TWIRP,FALSE,MALE,HIGH,,,11/01/1980,,,,,,,,YEAR ESTIMATE,01/05/2016,OVER 3 YEARS,,DEFAULT DATE,JM,VF,Last seen 18-Jun-14 and over 30yrs old,,,,,,,,,,2006,
TWL,TWIRLY,FALSE,UNKNOWN,,CUR,DAY ESTIMATE,10/07/2012,,,,,EK,,,MONTH ESTIMATE,29/04/2013,DEAD PREWEANING,,MIDPOINT,JM,,CUR seen twice in 2013 (october and november) each time w/o calf,,,,,,,,,,,"few days old, fetal folds, lumpy, df erect but wavy trailing edge"
TWO,TWOSCOOPS,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1964,11/1/1961,11/1/1966,SSSS,91CAT,EK,JM,,MONTH ESTIMATE,01/05/2002,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,JM,,,,,,,,,,,,2001,
TWX,TWIX,FALSE,,,HRS,MONTH ESTIMATE,12/01/2020,11/1/2020,1/20/2021,SPRING SUMMER YOY,,JM,VF,"yoy at first sight on 20Mar21, head looks a little bony",,,,,,,,,,,,,,,,,,,
TYH,TYPHOON,FALSE,,,SKW,MONTH ESTIMATE,12/01/2002,,,INFANT FIRST SIGHT,,AS,,"CALF LOOKS TO BE YOY BUT NOT NEWBORN, WAD-SIZED, NO FETAL STRIPES, NORMAL SURFACINGS, PROLONGED BP; NEONATAL ASSESSMENT DONE",,,UNCERTAIN SURVIVAL STATUS PREWEANING,GAP,,,,Last seen 19-Oct-04,,,,,,,,NO,,2004,
TYP,TYPIT,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1974,11/1/1970,11/1/1975,SSSS,ALLIANCE,EK,JM,Consort with ZIG in 1991.,MONTH ESTIMATE,01/05/2014,OVER 3 YEARS,SIGHTED OFTEN PREVIOUSLY,DEFAULT DATE,EK,JM,Alliance members seen in 2014 without TYP.,,,,,,,,,,2007,
TYR,TYRONE,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1964,11/1/1962,11/1/1969,SSSS,91CAT,EK,JM,,MONTH ESTIMATE,01/05/1995,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,,,,,,,,,,,1994,
UBU,UBU,FALSE,,,FID,MONTH ESTIMATE,11/01/2001,,,SPRING SUMMER YOY,,JJW,,JJW THOUGHT LOOKED 1-2YR OLD AT FIRST SIGHT-CLOSER TO 2 FROM PICS,,,STOPPED SIGHTING POST WEANING,,,,,Not distinctive.,MONTH ESTIMATE,6/7/2004,REDUCED MC ASSOCIATION,STOPPED SIGHTING POST WEANING,MIDPOINT,JM,,NO,"MIDPOINT; UBU PROBABLY WEANED RATHER THAN DIED B/C TIME OF YEAR AND HERDING (IF CALF LOSS WAS TOO EARLY, THEN M CONDITION WOULDN'T BE SUFFICIENT FOR HERDING SO QUICKLY)",2004,
UDG,UNDERGROUND,TRUE,,,,YEAR ESTIMATE,11/01/1997,,,,,,,,,,,,,,,,,,,,,,,,,,
UHF,UHF,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1967,11/1/1965,11/1/1969,SSSS,91CAT,EK,JM,,MONTH ESTIMATE,01/05/2003,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,JM,,Given how often we saw UHF she must have died soon after last sighting.,,,,,,,,,,2003,
ULU,ULURU,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULY,ULYA,FALSE,,,URP,MONTH ESTIMATE,11/01/1998,,,SPRING SUMMER YOY,,JM,,"YOY; AS THOUGHT 1-2 Y, JM THOUGHT YOY.",,,,,,,,,MONTH ESTIMATE,4/2/2003,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,MIDPOINT,2002,
UMA,UMA,FALSE,FEMALE,LOW,,YEAR ESTIMATE,11/01/1982,11/1/1960,11/1/1982,SSSS,,EK,JM,"Photos show she has lots of tooth rake scars, likely from previous consortships and she does not look young so we gave her 15 as youngest but she could be much older.",YEAR ESTIMATE,01/05/2001,RARELY SIGHTED,OVER 3 YEARS,DEFAULT DATE,EK,JM,Seen only once and not sure if female or male. Could be from Herald Bight.,,,,,,,,,,,
UMM,UMAMI,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1990,11/1/1986,11/1/1992,SSSS,REPRODUCTIVE AGE,EK,JM,,,,,,,,,,,,,,,,,,,,
UMP,UMPIRE,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1987,11/1/1965,11/1/1988,REPRODUCTIVE AGE,,JM,,No more info from photos for aging.,YEAR ESTIMATE,01/05/2006,RARELY SIGHTED,OVER 3 YEARS,DEFAULT DATE,EK,JM,Could have changed fin. Photo not good.,,,,,,,,,,,
UND,UNDERSTANDING,FALSE,MALE,LOW,,YEAR ESTIMATE,11/01/1976,11/1/1961,11/1/1976,SSSS,,EK,JM,Speckles on DF in 1996.,YEAR ESTIMATE,01/05/2005,OVER 3 YEARS,,DEFAULT DATE,EK,JM,,,,,,,,,,,2001,
UNF,UNFIN,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1966,11/1/1962,11/1/1966,SSSS,91CAT,EK,JM,We changed his age from 1973 to 1966 because of speckles.,YEAR ESTIMATE,01/05/1995,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,Not seen in 1992 but otherwise seen often.,,,,,,,,,,1990,
UNO,UNO,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1972,11/1/1966,11/1/1972,SSSS,91CAT,EK,JM,Gen speckles suggest older than originally thought (was given 1978 bday originally).,YEAR ESTIMATE,01/05/2001,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,,,,,,,,,,,2000,
UPP,UPP,FALSE,,,HIC,MONTH ESTIMATE,12/01/1997,11/12/1997,1/31/1998,SPRING SUMMER YOY,,JM,,HIC was first sighted 11Nov97 but mislabeled as BRINE. EK discovered this as it was HIC first sighting.,,,UNCERTAIN SURVIVAL STATUS PREWEANING,GAP,,,,Lost track of UPP since 2001 and sighting uncertain in 2001.,MONTH ESTIMATE,12/24/2001,GAP,,MIDPOINT,EK,JM,YES,We lost track of UPP in 2001 and do not have photos for ID. RCC sighting had no photos but HIC with large calf so we think it must be UPP.,1999,
URC,URCHIN,FALSE,MALE,HIGH,UHF,WEEK ESTIMATE,10/01/1990,,,INFANT FIRST SIGHT,,JM,,NO SIZE INFORMATION,,,,,,,,,DAY ESTIMATE,8/15/1994,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,N,2007,
URP,URP,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1973,11/1/1970,11/1/1976,SSSS,91CAT,EK,JM,A few years older than first thought based on speckles.,MONTH ESTIMATE,01/05/2012,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,,,,,,,,,,,,2006,
URS,URSULA,TRUE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/2002,11/1/2000,11/1/2002,SSSS,,EK,,called juvenile in 2010 and juvenile/small adult in 2012 by EK,,,,,,,,,,,,,,,,,,,
UVE,UV,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1985,11/1/1976,11/1/1985,SSSS,REPRODUCTIVE AGE,EK,JM,Originally aged as 10 year default but has a few speckles on DF in 2009.,YEAR ESTIMATE,01/09/2015,OVER 3 YEARS,,DEFAULT DATE,JM,VF,Last seen 2-Sep-15 and over 30yrs old now,,,,,,,,,,2006,
VAC,VACUUM,FALSE,,,VOI,WEEK ESTIMATE,27/12/1990,,,INFANT FIRST SIGHT,,AFR,,FETAL FOLDS VISIBLE,MONTH ESTIMATE,15/03/1991,,,MIDPOINT,JM,,Exact dates of last sighting and first of mother aren't available; from AFR follows perhaps,,,,,,,,DIED PREWEANING,,,
VAL,VALENTINE,FALSE,,,HEA,YEAR ESTIMATE,11/01/1994,,,MOTHER FIRST SIGHT WITH CALF,,JM,,"LOOKS BIG ->9 MOS, BUT CAN'T TELL IF 94-95 OR EARLIER BIRTH YEAR",YEAR ESTIMATE,02/03/1997,SIGHTING RECORD POOR,BIRTH DATE UNCERTAIN,,JM,,,,,,,,,,NO,,1996,
VAM,REVAMP,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1982,11/1/1977,11/1/1985,REPRODUCTIVE AGE,SSSS,EK,JM,had specks on lateral side in 2002 so probably at least 25.,YEAR ESTIMATE,01/05/2010,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,,one year gaps in sightings in 2001 and 2007.,,,,,,,,,,2008,
VAN,VANNA,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1974,,,91CAT,REPRODUCTIVE AGE,,,Photos not good enough to improve age estimate.,,,,,,,,As we think VANNA is JNI we have not put in a death date.,,,,,,,,,,,
VAR,VARMIT,FALSE,,,,,11/01/1977,,,91CAT,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,
VAU,VAUGHN,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAX,VAX,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1977,11/1/1974,11/1/1979,SSSS,91CAT,EK,JM,,MONTH ESTIMATE,01/05/2006,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,,,,,,,,,,,2001,
VBE,VEEBIE,FALSE,FEMALE,HIGH,EED,MONTH ESTIMATE,11/01/1997,,,SPRING SUMMER YOY,,LMB,,ABOUT 6MNTHS,,,,,,,,,MONTH ESTIMATE,8/10/2000,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,MIDPOINT,2007,
VCE,VICE,FALSE,,,SLI,MONTH ESTIMATE,18/01/2007,,,INFANT FIRST SIGHT,,JM,,5-6 MOS. NO FETAL FOLDS,DAY ESTIMATE,08/03/2008,SHARK ATTACK,,,JM,,,,,,,,,,DIED PREWEANING,,2007,
VCN,VULCAN,TRUE,MALE,HIGH,TST,YEAR ESTIMATE,11/01/2006,11/1/2005,11/1/2006,SSSS,,EK,VF,MidIdentified so was given wrong bday. Seen in 2011 and a juvie. Offspring of TST.,,,,,,,,,YEAR ESTIMATE,5/1/2010,,,DEFAULT DATE,JM,,NO,VCN identified as offspring based on DNA. Never seen with TST but based on siblings we could estimate birth year and weaning year.,,
VEC,VECTOR,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1977,11/1/1968,11/1/1977,SSSS,REPRODUCTIVE AGE,EK,JM,Very heavy speckles in early 2000s and class 3.5 speckles on DF in 2011.,YEAR ESTIMATE,01/05/2016,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Gaps in sightings.,,,,,,,,,,2004,
VEE,VEETOP,FALSE,MALE,HIGH,,,11/01/1977,,,91CAT,,,,,,,,,,,,,,,,,,,,,,2006,
VEG,VEGAS,TRUE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1991,11/1/1989,11/1/1993,SSSS,,EK,JM,considered juvenile in 2000.,,,,,,,,,,,,,,,,,,,
VEN,VENUS,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1974,11/1/1954,11/1/1974,ASSIGNED 10 YRS,REPRODUCTIVE AGE,EK,JM,Could be a little older but photos too poor to judge.,YEAR ESTIMATE,01/05/1993,OVER 3 YEARS,,DEFAULT DATE,EK,,Sighted in 1980s but some gaps.,,,,,,,,,,1991,
VER,VERGE,FALSE,,,,,11/01/1988,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,1998,
VES,VESPA,FALSE,,,SCT,YEAR ESTIMATE,11/01/2007,,,GAP,,EK,,"1.5-2 yrs old, in bp",,,,,,,,,MONTH ESTIMATE,1/23/2012,,,MIDPOINT,SAS,,NO,,,
VIC,VICTORIA,FALSE,,,VEC,WEEK ESTIMATE,09/01/2001,,,INFANT FIRST SIGHT,,JJW,,"VIC LOOKS YOUNG, COUPLE MOS OLD; DARKER THAN MSL AND CLI WE SAW YESTERDAY; FIRST INFANT SITE SHEET COMPLETED;SUBSTRATE UNKNOWN; CF - IN PHOTO, FETAL LINES STILL VISIBLE",MONTH ESTIMATE,08/02/2002,,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,2001,
VID,VIDDLES,FALSE,,,,,11/01/1978,,,91CAT,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,
VIK,VIKING,FALSE,MALE,HIGH,,,11/01/1978,,,91CAT,,,,,,,,,,,,,,,,,,,,,,2006,
VIN,VIN,FALSE,,,VAN,YEAR ESTIMATE,11/01/1986,,,MOTHER FIRST SIGHT WITH CALF,,JM,,NO SIZE INFORMATION FROM 87 PHOTO,YEAR ESTIMATE,01/05/1988,,MOTHER CALF NOT SIGHTED SINCE,DEFAULT DATE,JM,,,,,,,,,,NO,,,
VIO,VIOLET,FALSE,,,IND,MONTH ESTIMATE,23/02/2021,1/18/2021,3/31/2022,INFANT FIRST SIGHT,,JM,MHM,estimated 1 to 1.5 yrs on 8-Apr-22 and IND last seen 18-Jan-21,,,,,,,,,,,,,,,,,,,
VIP,VIPER,FALSE,MALE,HIGH,,,11/01/1986,,,ASSIGNED 10 YRS,,SAS,,,YEAR ESTIMATE,01/05/2017,OVER 3 YEARS,,DEFAULT DATE,JM,VF,Last seen 20-Jun-14 and over 30yrs old now,,,,,,,,,,2006,
VIX,VIXEN,FALSE,MALE,HIGH,DCR,MONTH ESTIMATE,11/01/1996,,,INFANT FIRST SIGHT,,RCC,,"YOY NO FETAL FOLDS, SURF NORMALLY",,,,,,,,,YEAR ESTIMATE,10/5/2001,SIBLING BIRTH,GAP,,JM,,NO,BOTH LAST SIGHTED 5-SEP-01 AND STILL BP. CENSORED- MADE UP WEAN DATE; DCR HAD NEW CALF IN LATE 2001 OR 2002- DASHER.  PROBABLY WEANED VIXEN BETWEEN OCTOBER 2001 AND AUGUST 2002.,2001,
VLT,VAULT,FALSE,FEMALE,HIGH,AMP,MONTH ESTIMATE,12/01/2006,11/15/2006,11/1/2007,,,JM,,estimated 2 yrs old in 2009. amp last sighted before calf birth in 2006,,,,,,,,,MONTH ESTIMATE,4/26/2011,,,MIDPOINT,SAS,,YES,Vault in bp with Amp 19-Oct-10 and without mom 1-Nov-11.  Amp was with males 19-Oct-10.,,
VLV,VELVET,FALSE,,,UDG,MONTH ESTIMATE,11/01/2021,9/1/2021,1/1/2022,SPRING SUMMER YOY,,VF,JM,Underground last seen 18-Jul-19. Calf yoy on 27-May-22.,,,,,,,,,,,,,,,,,,,
VMP,VAMPIRE,FALSE,UNKNOWN,,WWF,YEAR ESTIMATE,11/01/2000,11/1/1999,11/1/2000,,,JM,,,YEAR ESTIMATE,15/09/2006,UNCERTAIN SURVIVAL STATUS PREWEANING,GAP,MIDPOINT,JM,,"WWF VMP sighted 3 times 2002 and 2003 and then a large gap until 2012, but VMP old enough to survive.",,,,,,,,NO,,,RCC said older calf at first sight
VOI,VOID,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1978,,,REPRODUCTIVE AGE,91CAT,,,Photos not good enough to improve on age.,YEAR ESTIMATE,01/05/1996,OVER 3 YEARS,RARELY SIGHTED,DEFAULT DATE,EK,,Gaps in her sightings but she was distinctive.,,,,,,,,,,1993,
VOR,VORTEX,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1983,11/1/1978,11/1/1983,SSSS,,,,Used lateral speckles and posthoc coding of belly speckles.,YEAR ESTIMATE,01/05/2010,OVER 3 YEARS,,DEFAULT DATE,EK,JM,,,,,,,,,,,2004,
VRB,VERBOSE,TRUE,MALE,LOW,,YEAR ESTIMATE,11/01/1993,,,,,,,,,,,,,,,,,,,,,,,,,,
VRG,VIRGULE,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1994,,,ASSIGNED 10 YRS,,JM,,,,,,,,,,,,,,,,,,,,,
WAB,WABBIT,FALSE,MALE,HIGH,,,11/01/1978,,,SSSS,91CAT,,,,,,,,,,,,,,,,,,,,,2007,
WAC,WACKO,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1987,11/1/1987,11/1/1991,ASSIGNED 10 YRS,SSSS,EK,JM,DF speckles in 2008.,,,,,,,,,,,,,,,,,,2008,
WAD,WADA,FALSE,FEMALE,HIGH,PUC,DAY ESTIMATE,12/06/2002,,,INFANT FIRST SIGHT,,AS,,,DAY ESTIMATE,31/03/2003,SHARK ATTACK,,,DIC,,"Dead date is exact, puck and wada came in together for first feed, neither for second and only puck in afternoon",,,,,,,,DIED PREWEANING,,2003,
WAF,WAFER,FALSE,FEMALE,LOW,WAI,YEAR ESTIMATE,11/01/1985,,,MOTHER FIRST SIGHT WITH CALF,,JM,,FROM 87 PHOTOS LOOKS ABOUT 2 YEARS OLD; NO NOTES AT ALL-BUT WAF MUST BE <SUM 87-88 BECAUSE THE BABY EXISTED WHILE WE MADE THE CATALOGUE.,YEAR ESTIMATE,01/05/1994,RARELY SIGHTED,,DEFAULT DATE,EK,JM,WAF brought to beach by SSB with her mother. Not seen since and not distinctive so could have easily changed.,YEAR ESTIMATE,5/1/1990,REDUCED MC ASSOCIATION,,DEFAULT DATE,JM,,NO,GAP,1990,
WAG,WAGS,FALSE,,,WOF,WEEK ESTIMATE,15/12/2020,12/1/2020,1/5/2021,INFANT FIRST SIGHT,,JM,VF,"Woof was last seen Sep 18th, 2020 (CCC) and Wags first seen January 7th, 2021 with distinct fetal lines. Molly saw WOF in consortship on Dec 2nd 2019.",,,,,,,,,,,,,,,,,,,
WAI,WAIVERLY,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1973,,,REPRODUCTIVE AGE,,JM,,Photos not good for age estimation.,YEAR ESTIMATE,01/05/1992,RARELY SIGHTED,OVER 3 YEARS,DEFAULT DATE,EK,JM,Not distinctive and could have changed. Brought into beach in 1988 by males.,,,,,,,,,,1990,
WAL,WALNUT,FALSE,,,,,11/01/1981,,,91CAT,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,
WAM,WAM,FALSE,MALE,HIGH,HRA,YEAR ESTIMATE,11/01/1995,,,MOTHER FIRST SIGHT WITH CALF,,JM,,NO SIZE INFORMATION,,,,,,,,,YEAR ESTIMATE,6/30/2000,REDUCED MC ASSOCIATION,GAP,,JM,,NO,"Y, BY MIDPOINT, LARGE GAP IN SIGHTINGS",2005,
WAN,WANDA,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1979,11/1/1977,11/1/1980,SSSS,91CAT,EK,JM,,YEAR ESTIMATE,13/10/2013,SIGHTED OFTEN PREVIOUSLY,,OTHER,JM,,some gaps in her sighting but witty her last calf is alive so we gave the death date as wittys weaning date.,,,,,,,,,,2004,
WAP,WASP,FALSE,UNKNOWN,,BMB,DAY ESTIMATE,10/04/2010,10/2/2010,10/7/2010,,,EK,,,MONTH ESTIMATE,26/03/2011,DEAD PREWEANING,,MIDPOINT,JM,,mother sighted without calf,,,,,,,,,,,"about a week old, dorsal erect, smooth at head area, a little lumpy at peduncle area, lots of corking and chin-slapping, mostly by eye, few echelon, no bp"
WAR,WART,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1971,11/1/1964,11/1/1971,SSSS,91CAT,EK,JM,,YEAR ESTIMATE,01/05/2007,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,,,,,,,,,,,2006,
WAT,WATTS,FALSE,UNKNOWN,,AMP,DAY ESTIMATE,15/11/2017,11/10/2017,11/19/2017,INFANT FIRST SIGHT,,JM,,lines or folds and surfacing normally. Stayed BP 1 to 5 min so thought older than a week  and probably less than 2 weeks.,,,,,,,,,YEAR ESTIMATE,5/1/2021,REDUCED MC ASSOCIATION,GAP,DEFAULT DATE,JM,VF,NO,Watts last seen with Amp on 23-Nov-19. Amp seen without Watts on 21-Apr-22,,
WAV,WAVE,FALSE,MALE,HIGH,,MONTH ESTIMATE,11/01/1972,11/1/1971,11/1/1972,SSSS,91CAT,EK,JM,,MONTH ESTIMATE,01/05/1995,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,Seen monthly so possibly gone by Sep or Oct of 1994.,,,,,,,,,,1994,
WAX,WAXING,FALSE,UNKNOWN,,FMN,YEAR ESTIMATE,11/01/2008,11/1/2006,11/1/2008,MOTHER FIRST SIGHT WITH CALF,,EK,,Calf was large at first sighting and was weaned that year so could have been 3-5 years old.,,,,,,,,,MONTH ESTIMATE,5/1/2012,SIBLING BIRTH,,DEFAULT DATE,EK,,NO,Weaning date is good but birthdate is uncertain. Mother had new calf later that year.,,
WBB,WOBBLE,FALSE,,,WAN,MONTH ESTIMATE,15/11/2001,,,INFANT FIRST SIGHT,,LAB,,OBSERVERS ESTIMATE 9-12 MOS OLD BUT WE KNOW THE CALF HAD TO BE BORN SINCE 9-NOV-01,MONTH ESTIMATE,30/05/2002,,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,2002,
WBE,WANNABE,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1974,11/1/1966,11/1/1976,SSSS,ALLIANCE,EK,JM,DF speckles in 1999 and quite a few DF speckles in 2001.,YEAR ESTIMATE,01/05/2008,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,,,,,,,,,,,2004,
WBX,WEETABIX,FALSE,,,WEL,WEEK ESTIMATE,25/03/2004,,,INFANT FIRST SIGHT,,JM,,"FETAL LINES, ECHELON, BOBBING, SIGHTED WHEN JM WORKING WITH BBC CREW AT PERON.",MONTH ESTIMATE,29/01/2005,,,,JM,,,,,,,,,,DIED PREWEANING,,,
WDC,WOODCHIP,FALSE,,,CED,MONTH ESTIMATE,11/01/2008,,,INFANT FIRST SIGHT,,JM,,"yoy, no fetal stripes, in bp, dorsal erect",,,,,,,,CED sighted 23Jun11 by JM EMP but in large group so WDC could have been there and is weaned or dead.,,,,,,,,,,,
WDN,WALDEN,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1994,,,ASSIGNED 10 YRS,,SAS,,,,,,,,,,,,,,,,,,,,,
WDR,WONDER,FALSE,,,WOF,DAY ESTIMATE,02/06/2019,2/6/2019,2/7/2019,INFANT FIRST SIGHT,,DIC,JM,WOF came into the beach without a baby on 6Feb19 and with on 7Feb19,DAY ESTIMATE,09/04/2019,SHARK ATTACK,,MIDPOINT,JM,,WDR with many shark bites last seen 7Apr19; WOF without WDR 13Apr19,,,,,,,,,,,
WDS,WOODSTOCK,FALSE,FEMALE,HIGH,LNS,YEAR ESTIMATE,11/01/2009,11/1/2007,11/1/2009,,,JM,,,,,,,,,,,MONTH ESTIMATE,1/29/2013,,,MIDPOINT,JM,,YES,,,no age information and no photos of calf
